PropertyName,PropertySubName,LocationAdvantages,Link,PriceDetails,TopFacilities
Birla Navya,"Land, 2, 3, 4 BHK Independent Floor in Sector 63A, Gurgaon","{'capital cyberscape': '0.9 km', 'golf course ext road': '2.2 km', 'heritage xperiential learning, crpf rd': '2.3 km', 'w pratiksha hospital': '3 km', 'doubletree by hilton hotel': '3 km', 'worldmark gurgaon': '3.6 km', 'sector 54 chowk metro station': '4.1 km', 'sushant university': '4.6 km', 'badshahpur sohna rd hwy': '10.3 km', 'gurgaon - delhi expy': '14.1 km', 'gurgaon railway station': '17.2 km', 'indira gandhi intl airport': '20.4 km'}",https://www.99acres.com/birla-navya-sector-63a-gurgaon-npxid-r351013,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '763.81 - 893.94 sq.ft.', 'price-range': '₹ 1.7 - 4.48 Cr'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,054 - 3,211 sq.ft.', 'price-range': '₹ 2.45 - 21.96 Cr'}, '4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,164.76 - 3,558 sq.ft.', 'price-range': '₹ 2.7 - 17.76 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '538.2 - 4,335.49 sq.ft.', 'price-range': '₹ 2.69 - 21.68 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Football', 'Lounge', 'Business Lounge', 'Flower Garden', 'Reflexology Park', 'Conference room', 'Salon']"
Signature Global City,"2, 3 BHK Independent Floor in Sector 37D, Gurgaon","{'dwarka expressway': '3.6 km', 'pataudi road': '6 km', 'genesis hospital sector 84': '7.1 km', 'dpgitm engineering college sector 34': '8.4 km', 'sapphire 83 mall sector 83': '8.6 km', 'holiday inn hotel sector 90': '8.7 km', 'skyjumper trampoline park gurgaon': '10.2 km', 'national tennis academy sector 98': '11.7 km', 'nh-8 delhi jaipur highway': '14.9 km', 'indira gandhi international airport': '26.6 km'}",https://www.99acres.com/signature-global-city-sector-37d-gurgaon-npxid-r378934,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '990 sq.ft.', 'price-range': '₹ 82 L - 1.77 Cr'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,250 - 1,440 sq.ft.', 'price-range': '₹ 1 - 2.58 Cr'}}","['Swimming Pool', 'Reflexology Park', 'Jacuzzi', 'Skating Rink', 'Cricket Pitch', 'Multipurpose Court', 'Amphitheatre', 'Toddler Pool', 'Basketball Court']"
Godrej 101,"2, 3 BHK Apartment in Sector 79, Gurgaon","{'naurangpur road': '2.6 km', 'nh 48': '3.1 km', 'miracles apollo cradle': '4.3 km', 'vatika town square-inxt': '4.4 km', 'nouveau medics multispeciality opd': '4.5 km', 'nakhrola stadium': '4.6 km', 'heritage village resort & spa': '6.3 km', 'euro international school': '7.4 km', 'gurugram university': '16.5 km', 'indira gandhi intl airport': '30.1 km'}",https://www.99acres.com/godrej-101-sector-79-gurgaon-npxid-r213249,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,383 - 1,572 sq.ft.', 'price-range': '₹ 1.25 - 1.43 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,505 - 2,366 sq.ft.', 'price-range': '₹ 1.36 - 2.14 Cr'}}","['Air Hockey', 'Acupressure Park', 'Foosball', 'Swimming Pool', 'Football', 'Reading Lounge', 'Golf Course', 'Volley Ball Court', 'ATM']"
M3M Soulitude,"2, 3 BHK Independent Floor in Sector 89, Gurgaon","{'sector 86 road': '0.95 km', 'genesis hospital': '1.5 km', 'dwarka expy': '2.5 km', 'euro international school': '2.6 km', 'vatika town square-inxt': '4.1 km', 'garhi harsaru junction': '4.6 km', 'delh-ajmer expy': '5.8 km', 'gurugram university': '15.7 km', 'indira gandhi intl airport': '28 km'}",https://www.99acres.com/m3m-soulitude-sector-89-gurgaon-npxid-r378131,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,105 sq.ft.', 'price-range': '₹ 88 - 93.93 L'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,423 sq.ft.', 'price-range': '₹ 1.03 - 1.13 Cr'}}","['Swimming Pool', 'Lounge', 'Bar/Chill-Out Lounge', 'Solar Lighting', 'Aerobics Centre', 'Restaurant', 'Terrace Garden', 'Piped Gas', 'Theatre']"
BPTP Terra,"2, 3, 4 BHK Apartment in Sector 37D, Gurgaon","{'euro international school': '0.53 km', 'dwarka expressway': '1.4 km', 'dpg institute of technology': '6.7 km', 'skyjumper trampoline park': '9.5 km', 'medanta -the medicity': '10 km', 'holiday inn sector 90': '10.3 km', 'dlf corporate greens': '9.6 km', 'golf course extension road': '13.2 km', 'airia mall': '15.8 km', 'indira gandhi international airport': '24.3 km', 'amma hospital': '1 km'}",https://www.99acres.com/bptp-terra-sector-37d-gurgaon-npxid-r5360,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,410 sq.ft.', 'price-range': '₹ 1.19 - 2.1 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,691 - 1,877 sq.ft.', 'price-range': '₹ 1.18 - 2.8 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,998 - 2,443 sq.ft.', 'price-range': '₹ 1.42 - 3.64 Cr'}}","['Swimming Pool', 'Bar/Chill-Out Lounge', 'Waiting Lounge', 'Fountain', 'Sun Deck', 'Toddler Pool', 'Community Hall', 'Yoga/Meditation Area', 'Rain Water Harvesting']"
M3M Skycity,"2, 3 BHK Apartment in Sector 65, Gurgaon","{'dps international edge': '1.4 km', 'eros city square': '1.8 km', 'splendor trade tower': '2.5 km', 'narayana junior college': '3.1 km', 'ck birla hospital': '4 km', 'doubletree by hilton hotel': '6 km', 'sector 55 metro station': '6.1 km', 'skyjumper trampoline park': '9 km', 'indira gandhi intl airport': '22.9 km'}",https://www.99acres.com/m3m-skycity-sector-65-gurgaon-npxid-r326899,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,280 sq.ft.', 'price-range': '₹ 1.6 - 2.05 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,800 - 2,000 sq.ft.', 'price-range': '₹ 2.25 - 3.2 Cr'}}","['Bus Shelter', 'Swimming Pool', 'Lounge', 'Bar/Chill-Out Lounge', 'Reflexology Park', 'School', 'Aerobics Centre', 'Terrace Garden', 'High Speed Elevators']"
MRG The Crown,"3 BHK Independent Floor in Sector 106, Gurgaon","{'dharampur main road': '0.55 km', 'euro international school, sector- 109': '2.3 km', 'dwarka expy': '3.5 km', ""rion's hospital"": '4.9 km', 'nehru stadium': '8.1 km', 'the northcap university': '9.1 km', 'hamoni golf camp': '10.3 km', 'dwarka sector 21 metro station': '11.3 km', ""oyster's water park"": '12.5 km', 'vivanta dwarka new delhi': '12.7 km', 'gurgaon railway station': '4 km', 'dlf corporate park': '15.7 km', 'indira gandhi intl airport': '19.5 km'}",https://www.99acres.com/mrg-the-crown-sector-106-gurgaon-npxid-r405486,"{'3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,359 - 1,593 sq.ft.', 'price-range': '₹ 1.63 - 2.12 Cr'}}","['Swimming Pool', 'Visitors Parking', 'Skating Rink', 'Cricket Pitch', 'Basketball Court', 'Sewage Treatment Plant', 'Jogging Track', 'Club House', 'Gated Community']"
Godrej Nature Plus Serenity,"2, 3 BHK Apartment in Sector-33 Sohna, Gurgaon","{'gd goenka world school': '1.8km', 'kr mangalam university': '1km', 'smart view hotel and resort': '3.4km', 'central park flower valley': '1km', 'sohna road': '200m', 'shopping complex': '5km'}",https://www.99acres.com/godrej-nature-plus-serenity-sector-33-sohna-gurgaon-npxid-r379974,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '929.89 - 986.84 sq.ft.', 'price-range': '₹ 1.1 - 1.17 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,169.18 - 1,411.04 sq.ft.', 'price-range': '₹ 1.25 - 1.51 Cr'}}","['Reflexology Park', 'RO System', 'Restaurant', 'Theatre', 'Amphitheatre', 'Badminton Court', 'Entrance Lobby', 'Multipurpose Hall', 'Yoga/Meditation Area']"
SS The Leaf,"2, 3, 4, 5 BHK Apartment in Sector 85, Gurgaon","{'delhi public school sector 84': '0.65 km', 'genesis hospital sector 84': '0.7 km', 'sapphire 83 mall': '2.6 km', 'holiday inn hotel sector 90': '3 km', 'dwarka expressway': '3.8 km', 'central peripheral road': '3.9 km', 'nakhrola stadium sector 81a': '5.3 km', 'nh 08': '8.1 km', 'imt manesar': '8.1 km', 'pataudi road': '9.2 km', 'dpg institute of technology': '11.6 km', 'skyjumper trampoline park': '13.4 km', 'indira gandhi international airport': '29.9 km'}",https://www.99acres.com/ss-the-leaf-sector-85-gurgaon-npxid-r5098,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,640 - 1,772 sq.ft.', 'price-range': '₹ 1.22 - 1.33 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,408 sq.ft.', 'price-range': '₹ 1.91 - 1.93 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,812 - 3,950 sq.ft.', 'price-range': '₹ 2.24 - 3.17 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '4,950 sq.ft.', 'price-range': '₹ 4.46 Cr'}}","['Valet Parking', 'Swimming Pool', 'Football', 'Business Lounge', 'Medical Centre', 'Flower Garden', 'School', 'Squash Court', 'Wi-Fi Connectivity']"
Eldeco Acclaim,"2, 3 BHK Apartment in Sohna, Gurgaon","{'g d goenka university': '1 km', 'fly india adventure resort': '1.2 km', 'gd goenka world school': '1.7 km', 'vardaan hospital': '1.7 km', 'imt office sohna': '8 km', 'sohna road': '10 km', 'airia mall': '18.4 km'}",https://www.99acres.com/eldeco-acclaim-sohna-gurgaon-npxid-r369999,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '730 - 849 sq.ft.', 'price-range': '₹ 91 L - 1.06 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,062 - 1,276 sq.ft.', 'price-range': '₹ 1.32 - 1.59 Cr'}}","['Swimming Pool', 'Restaurant', 'Piped Gas', 'Squash Court', 'Gazebo', 'Property Staff', 'Billiards', 'Sun Deck', 'Lawn Tennis Court']"
Emaar Gurgaon Greens,"3, 4 BHK Apartment in Sector 102, Gurgaon","{'jms marine square mall': '1.5 km', 'vibrant hospital': '1.6 km', 'prime scholars int. school': '2.5 km', 'ramgarh farms & resort': '5.8 km', 'dwarka expressway': '6.1 km', 'dpg institute of technology': '8.7 km', 'basai road': '6.1 km', 'skyjumper trampoline park': '10.5 km', 'imt manesar': '16 km', 'indira gandhi international airport': '25.7 km'}",https://www.99acres.com/emaar-gurgaon-greens-sector-102-gurgaon-npxid-r2066,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,650 sq.ft.', 'price-range': '₹ 1.29 - 1.35 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,200 sq.ft.', 'price-range': '₹ 2.6 - 2.62 Cr'}}","['Swimming Pool', 'Flower Garden', 'Golf Course', 'Solar Lighting', 'Pergola', 'Property Staff', 'Cafeteria', 'Fountain', 'Lawn Tennis Court']"
Oxirich Chintamanis,"3, 4 BHK Apartment in Sector 103, Gurgaon","{'dwarka expressway': '0.7 km', 'gurgaon railway station': '2.5 km', 'shree krishna hospital': '4.5 km', 'bajghera road': '5.3 km', 'the esplanade mall': '5.5 km', 'gems international school': '5.7 km', 'the northcap university': '8.8 km', 'huda metro station': '11 km', 'indira gandhi intl airport': '20.8 km'}",https://www.99acres.com/oxirich-chintamanis-sector-103-gurgaon-npxid-r405511,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,012 - 1,593 sq.ft.', 'price-range': '₹ 1.39 - 3.15 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,459 - 2,319 sq.ft.', 'price-range': '₹ 2 - 4.58 Cr'}}","['Swimming Pool', 'Entrance Lobby', 'Yoga/Meditation Area', '24/7 Power Backup', 'Gated Community', 'Gymnasium', ""Children's Play Area"", 'Car Parking']"
DLF Garden City Floors,"3, 4 BHK Independent Floor in Sector 92, Gurgaon","{'pranavananda international school': '2 km', 'greenway hospital': '3 km', 'holiday inn gurugram sector 90': '3.1 km', 'national tennis academy': '5 km', 'imt manesar': '6.1 km', 'dwarka expressway': '6.6 km', 'nh-8': '7.7 km', 'sapphire 83 mall': '7.7 km', 'dpg institute of technology': '14.7 km', 'indira gandhi international airport': '32.4 km'}",https://www.99acres.com/dlf-garden-city-floors-sector-92-gurgaon-npxid-r376177,"{'3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,782 sq.ft.', 'price-range': '₹ 1.22 - 13.03 Cr'}, '4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '2,250 - 4,739.35 sq.ft.', 'price-range': '₹ 1.35 - 34.65 Cr'}}","['Swimming Pool', 'Bar/Chill-Out Lounge', 'School', 'Spa', 'Grocery Shop', 'Squash Court', 'Shopping Centre', 'Power Back up Lift', 'CCTV Camera Security']"
Anant Raj Estates,"3, 4, 5 BHK Villa, Land, 3 BHK Independent Floor in Sector 63A, Gurgaon","{'paras trinity mall': '2.2 km', 'rajesh pilot road': '2.8 km', 'sector 55-56 metro station': '3.6 km', 'golf course ext road': '3.8 km', 'scottish high international school': '4.8 km', 'park hospital': '8.5 km', 'kiit college of engineering': '9 km', 'badshahpur sohna rd hwy': '11.1 km', 'gurgaon railway station': '17.8 km', 'indira gandhi intl airport': '21 km'}",https://www.99acres.com/anant-raj-estates-sector-63a-gurgaon-npxid-r2862,"{'3 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '2,268 sq.ft.', 'price-range': 'Price on Request'}, '4 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '3,600 - 5,072 sq.ft.', 'price-range': 'Price on Request'}, '5 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '2,700 - 7,582 sq.ft.', 'price-range': 'Price on Request'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '2,286 - 9,900 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Golf Course', 'Salon', 'Restaurant', 'Spa', 'Water Softener Plant', 'Grocery Shop', 'Shopping Centre', 'Cricket Pitch']"
Tulip Yellow,"3, 5 BHK Apartment in Sector 69, Gurgaon","{'the vivekananda school': '0.25 km', 'southern peripheral road': '1.3 km', 'de adventure park': '3.7 km', 'airia mall': '3.9 km', 'badshahpur sohna rd hwy': '5 km', 'dlf corporate greens': '5.4 km', 'holiday inn express gurugram sector 50': '6.2 km', 'gurugram university': '6.8 km', 'tau devilal sports complex': '8.6 km', 'sector 55-56 metro station': '9.2 km', 'aryan hospital': '10.7 km', 'gurgaon railway station': '13 km', 'indira gandhi intl airport': '24.1 km'}",https://www.99acres.com/tulip-yellow-sector-69-gurgaon-npxid-r344503,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,704 sq.ft.', 'price-range': '₹ 1.32 - 1.38 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,946 sq.ft.', 'price-range': '₹ 2.36 Cr'}}","['Swimming Pool', 'High Speed Elevators', 'Waiting Lounge', 'Skating Rink', 'Grocery Shop', 'Wi-Fi Connectivity', 'Cafeteria', 'Fountain', 'Cricket Pitch']"
BPTP Amstoria,"Land, 3, 4 BHK Independent Floor in Sector 102, Gurgaon","{'dwarka expressway': '1.3km', 'early basket grocery shop': '2km', 'aradhya cricket club gurgaon': '2.7km', 'imperial heritage school': '2.9km', 'daultabad village park': '3.6km', 'skylark cricket academy': '3.8km', 'yashroop hospital': '4.7km', 'gurgaon old railway station': '7.8km', ""domino's pizza"": '8km', 'conscient one mall': '8.6km', 'igi airport': '24.8km'}",https://www.99acres.com/bptp-amstoria-sector-102-gurgaon-npxid-r26134,"{'3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Built-up Area', 'area': '1,770 - 2,229 sq.ft.', 'price-range': '₹ 1.59 - 4.95 Cr'}, '4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Built-up Area', 'area': '1,900 - 3,560 sq.ft.', 'price-range': '₹ 1.71 - 7.91 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,620 - 4,500 sq.ft.', 'price-range': '₹ 2.7 - 10 Cr'}}","['Swimming Pool', 'Business Lounge', 'Golf Course', 'Barbecue', 'Restaurant', 'Pergola', 'Spa', 'Squash Court', 'Theatre']"
Emaar Emerald Hills,"4 BHK Apartment, 4 BHK Villa, Land, 2, 3, 4 BHK Independent Floor in Sector 65, Gurgaon","{'emerald plaza shopping mall': '1 km', 'southern peripheral road': '2 km', 'pawlywoof - dog park': '2.7 km', 'scc drive-in cinema': '3.9 km', 'the shriram millennium school': '4 km', 'w pratiksha hospital': '4.6 km', 'skyjumper trampoline park gurgaon': '5.9 km', 'lemon tree hotel, sohna road': '6.5 km', 'kiit college of engineering': '8 km', 'indira gandhi international airport': '22.8 km'}",https://www.99acres.com/emaar-emerald-hills-sector-65-gurgaon-npxid-r32692,"{'4 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '1,975 sq.ft.', 'price-range': 'Price on Request'}, '2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '990 - 1,200 sq.ft.', 'price-range': '₹ 99 L - 1.37 Cr'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,350 - 4,500 sq.ft.', 'price-range': '₹ 1.35 - 6.67 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '2,403 - 6,750 sq.ft.', 'price-range': '₹ 9.2 - 28.57 Cr'}}","['Milk Booth', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Cigar Lounge', 'Changing Area', 'School', 'Aerobics Centre', 'Card Room', 'Restaurant']"
M3M Golfestate,"2, 3, 4, 5 BHK Apartment in Sector 65, Gurgaon","{'shiksha bharti public school': '2.3 km', 'holiday inn express gurugram': '2.7 km', 'park hospital': '2.9 km', 'gurugram university': '4.1 km', 'nh 248a': '5.2 km', 'sector 54 chowk metro station': '7.5 km', 'sahara mall': '14.1 km', 'garhi harsaru junction': '18.9 km', 'indira gandhi international airport': '24.2 km'}",https://www.99acres.com/m3m-golfestate-sector-65-gurgaon-npxid-r1030,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,230 - 2,240 sq.ft.', 'price-range': '₹ 2.75 - 6.03 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,850 - 6,060 sq.ft.', 'price-range': '₹ 4 - 11.27 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '4,096 - 11,635 sq.ft.', 'price-range': '₹ 5.72 - 21.64 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '11,224 - 13,343 sq.ft.', 'price-range': '₹ 19.08 - 24.81 Cr'}}","['Mini Theatre', 'Doctor on Call', 'Beach Volley Ball Court', 'Air Hockey', 'Automated Car Wash', 'Clinic', 'Foosball', 'Concierge Service', 'Car wash area']"
ATS Triumph,"3, 4 BHK Apartment in Sector 104, Gurgaon","{'dhanwapur road': '1.9 km', 'dwarka expressway': '2.9 km', 'govt. pg college': '3 km', 'shree krishna hospital': '3.4 km', 'delhi public school': '3.5 km', 'basai dhankot': '4.3 km', 'the esplanade mall': '4.8 km', 'park inn': '6.9 km', 'the northcap university': '9.8 km', ""oyster's water park"": '12 km', 'iffco chowk metro station': '12.2 km', 'dlf golf and country club': '15.5 km', 'the executive centre': '16.4 km', 'indira gandhi international airport': '22.1 km'}",https://www.99acres.com/ats-triumph-sector-104-gurgaon-npxid-r25860,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,290 sq.ft.', 'price-range': '₹ 1.6 - 2 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,150 sq.ft.', 'price-range': '₹ 1.9 - 2.75 Cr'}}","['Concierge Service', 'Swimming Pool', 'Changing Area', 'ATM', 'Sauna', 'Water Softener Plant', 'Skating Rink', 'Wi-Fi Connectivity', 'Property Staff']"
ATS Marigold,"3 BHK Apartment in Sector 89 A, Gurgaon","{'dwarka expy, sector 88': '1.5 km', 'genesis hospital': '4 km', 'euro int school, sector 37d, gurugram': '5.1 km', 'reliance trends newtown square mall': '5.9 km', 'sgt university': '9 km', 'indira gandhi intl airport': '30.2 km'}",https://www.99acres.com/ats-marigold-sector-89-a-gurgaon-npxid-r10548,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,750 - 2,650 sq.ft.', 'price-range': '₹ 1.45 - 2.35 Cr'}}","['Swimming Pool', 'Reflexology Park', 'Squash Court', 'Shopping Centre', 'Lawn Tennis Court', 'Power Back up Lift', 'Community Hall', 'Basketball Court', 'Entrance Lobby']"
