society,price,price_persqft,bedRoom,bathroom,balcony,additionalRoom,floorNum,facing,agePossession,sector,area,type,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,ratio
raheja vanya,0.85,6789.0,2.0,2.0,2,not avilable,3.0,West,New Property,sector 99a,1252.025,flat,1252.0,,,0,0,0,0,0,2,43,626.0
vatika inxt floors,0.75,7500.0,2.0,2.0,2,not avilable,1.0,,Undefined,sector 82a,1000.0,flat,,,650.0,0,0,0,0,0,2,0,500.0
palam vihar society,3.35,7444.0,4.0,4.0,3+,study room,2.0,,New Property,sector 2,4500.269,flat,,,4500.0,1,0,0,0,0,2,66,1125.0
godrej oasis,1.5,8108.0,3.0,3.0,3+,not avilable,11.0,North-East,New Property,sector 88a,1850.025,flat,1850.0,,,0,0,0,0,0,2,39,617.0
dlf new town heights,1.65,6345.0,4.0,4.0,3+,servant room,11.0,West,Moderately Old,sector 91,2600.473,flat,2364.0,,,0,1,0,0,0,2,72,650.0
dlf new town heights,2.0,6967.0,4.0,4.0,3+,"pooja room,study room,servant room",16.0,East,Moderately Old,sector 91,2870.676,flat,2727.0,,,1,1,0,1,0,2,65,718.0
sonata group housing society sector 1 manesar,1.75,6250.0,4.0,4.0,3,servant room,8.0,North-East,New Property,near sector 1 market,2800.0,flat,,,2800.0,0,1,0,0,0,2,29,700.0
supertech hues,0.9,7627.0,2.0,2.0,2,not avilable,1.0,East,New Property,sector 68,1180.018,flat,,,1180.0,0,0,0,0,0,2,44,590.0
krrish florence estate,1.25,6703.0,3.0,3.0,3,not avilable,18.0,North-East,Under Construction,sector 70,1864.837,flat,1865.0,,,0,0,0,0,0,2,51,622.0
piedmont taksila heights,1.0,6506.0,3.0,3.0,3+,not avilable,8.0,,Relatively New,sector 37c,1537.043,flat,,,1537.0,0,0,0,0,0,0,49,512.0
experion heartsong,1.08,6150.0,3.0,3.0,0,not avilable,,,Under Construction,dwarka expressway,1756.098,flat,,,,0,0,0,0,0,2,0,585.0
ss the leaf,2.15,8928.0,3.0,5.0,3,not avilable,2.0,,New Property,sector 85,2408.154,flat,2408.0,,,0,0,0,0,0,2,53,803.0
m3m urbana,1.0,12106.0,1.0,1.0,1,not avilable,17.0,South,Relatively New,sector 67,826.037,flat,,,,0,0,0,0,0,2,49,826.0
aipl zen residences,1.65,13074.0,2.0,2.0,3,not avilable,23.0,North-West,New Property,sector 70a,1262.047,flat,1262.0,,,0,0,0,0,0,2,81,631.0
dlf regal gardens,1.79,8081.0,4.0,3.0,3+,not avilable,10.0,North-East,Moderately Old,sector 90,2215.072,flat,,,2215.0,0,0,0,0,0,2,63,554.0
godrej air,1.8,13136.0,3.0,3.0,3,not avilable,30.0,,Under Construction,sector 85,1370.28,flat,,,127.3,0,0,0,0,0,2,45,457.0
suncity vatsal valley,1.45,10139.0,3.0,3.0,3,not avilable,4.0,,Under Construction,sector 2,1430.121,flat,,,760.0,0,0,0,0,0,2,49,477.0
shree shyam residency,0.22,4731.0,1.0,1.0,1,not avilable,2.0,East,Relatively New,sector 21b,465.018,flat,585.0,,465.0,0,0,0,0,0,2,0,465.0
project krishna colony,0.36,5142.0,2.0,2.0,1,not avilable,0.0,,Relatively New,sector 7,700.117,flat,,,,0,0,0,0,0,2,0,350.0
mvn athens,0.25,4258.0,2.0,2.0,1,not avilable,0.0,,Relatively New,sohna road,587.13,flat,,,,0,0,0,0,0,2,38,294.0
m3m antalya hills,1.15,7496.0,3.0,3.0,3+,study room,1.0,,Undefined,sector 79,1534.152,flat,1534.0,,1103.0,1,0,0,0,0,2,51,511.0
central park flower valley,1.65,17441.0,3.0,3.0,0,not avilable,1.0,,Undefined,sohna road,946.047,flat,,,946.0,0,0,0,0,0,2,66,315.0
m3m capital,2.9,12619.0,4.0,4.0,3+,"study room,servant room",11.0,North,Undefined,sector 113,2298.122,flat,,,2298.0,1,1,0,0,0,2,49,575.0
ansal heights,0.6,4546.0,2.0,2.0,3,others,11.0,,Under Construction,sector 92,1319.842,flat,1320.0,,,0,0,0,0,1,2,23,660.0
malibu towne,2.4,10000.0,3.0,3.0,0,not avilable,0.0,West,Moderately Old,sector 47,2400.0,flat,,,2400.0,0,0,0,0,0,0,22,800.0
aipl zen residences,1.25,9904.0,2.0,2.0,3,not avilable,19.0,,Undefined,sector 70a,1262.116,flat,,,1262.0,0,0,0,0,0,2,0,631.0
m3m heights,2.15,15003.0,2.0,2.0,3+,not avilable,28.0,East,Undefined,sector 65,1433.047,flat,,,,0,0,0,0,0,2,48,717.0
hcbs sports ville,0.29,3970.0,2.0,2.0,1,not avilable,4.0,,Undefined,sohna road,730.479,flat,,,519.0,0,0,0,0,0,2,0,365.0
hcbs sports ville,0.38,5067.0,2.0,2.0,2,not avilable,9.0,East,Undefined,sohna road,749.951,flat,,,650.0,0,0,0,0,0,2,0,375.0
jmd empire,1.5,12500.0,2.0,2.0,3,not avilable,7.0,East,Undefined,golf course road,1200.0,flat,,,1100.0,0,0,0,0,0,2,0,600.0
housing apna enclave,0.39,4105.0,2.0,2.0,1,not avilable,1.0,North-East,Undefined,sector 4,950.061,flat,,,750.0,0,0,0,0,0,2,0,475.0
assotech blith,1.6,6667.0,3.0,4.0,0,not avilable,15.0,,Undefined,sector 99,2399.88,flat,,,,0,0,0,0,0,2,51,800.0
pareena mi casa,1.7,8504.0,4.0,4.0,3,not avilable,2.0,,New Property,sector 68,1999.059,flat,1999.0,,,0,0,0,0,0,2,47,500.0
suncity heights,3.25,14118.0,3.0,3.0,3+,pooja room,0.0,East,Old Property,sector 54,2302.026,flat,,,2302.0,0,0,0,1,0,0,120,767.0
lotus homz,0.6,8450.0,2.0,2.0,3,not avilable,9.0,East,New Property,sector 111,710.059,flat,,,710.0,0,0,0,0,0,2,52,355.0
ramson kshitij sec-95 gurugram,0.27,2700.0,2.0,2.0,0,not avilable,1.0,West,Undefined,sector 95,1000.0,flat,1000.0,,550.0,0,0,0,0,0,2,0,500.0
maruti vihar colony,0.95,8886.0,2.0,1.0,1,not avilable,1.0,,Old Property,sector 28,1069.097,flat,,,1069.0,0,0,0,0,0,2,59,535.0
m3m heights,2.65,18492.0,2.0,2.0,3,study room,4.0,North-East,New Property,sector 65,1433.052,flat,1433.0,,,1,0,0,0,0,2,38,717.0
supertech basera,0.36,7643.0,2.0,2.0,1,not avilable,4.0,,New Property,sector 79,471.019,flat,,,471.0,0,0,0,0,0,2,60,236.0
signature global the millennia,0.55,9166.0,2.0,2.0,3,not avilable,3.0,,New Property,sector 37d,600.044,flat,600.0,,,0,0,0,0,0,2,53,300.0
m3m soulitude,1.32,16923.0,3.0,3.0,3,not avilable,1.0,,Undefined,sector 89,780.004,flat,,,780.0,0,0,0,0,0,2,45,260.0
raheja vanya,0.59,3975.0,2.0,2.0,3,others,1.0,East,Undefined,sector 99a,1484.277,flat,1252.164487,,,0,0,0,0,1,2,96,742.0
"ganpati apartment  2, laxman vihar phase 1",0.45,4705.0,2.0,2.0,1,not avilable,0.0,East,Relatively New,sector 4,956.429,flat,,,850.0,0,0,0,0,0,2,46,478.0
ramprastha the atrium,0.9,6225.0,3.0,3.0,2,not avilable,13.0,South-East,Relatively New,sector 37d,1445.783,flat,1285.0,,975.0,0,0,0,0,0,1,37,482.0
m3m golfestate,1.4,10000.0,2.0,2.0,2,"study room,servant room,store room",4.0,East,Undefined,sector 79,1400.0,flat,,,1400.0,1,1,1,0,0,1,83,700.0
eldeco accolade,0.95,6542.0,2.0,2.0,3+,study room,6.0,East,New Property,sohna road,1452.155,flat,1452.0,,849.0,1,0,0,0,0,0,56,726.0
m3m heights,3.0,18000.0,3.0,3.0,3,not avilable,20.0,South-East,Under Construction,sector 65,1666.667,flat,1828.0,,,0,0,0,0,0,2,60,556.0
m3m heights,3.67,17990.0,3.0,3.0,2,servant room,27.0,,Undefined,sector 65,2040.022,flat,2040.0,,,0,1,0,0,0,2,43,680.0
vatika sovereign next,3.85,7500.0,5.0,6.0,3+,"pooja room,servant room",6.0,,New Property,sector 82a,5133.333,flat,,,5140.0,0,1,0,1,0,2,148,1027.0
m3m heights,3.29,17997.0,3.0,3.0,3,not avilable,33.0,East,New Property,sector 65,1828.082,flat,1828.0,,,0,0,0,0,0,2,49,609.0
m3m heights,2.33,18477.0,2.0,2.0,3,not avilable,35.0,North-East,Under Construction,sector 65,1261.027,flat,1261.0,,,0,0,0,0,0,0,49,631.0
m3m heights,2.79,14168.0,3.0,3.0,3,not avilable,26.0,East,New Property,sector 65,1969.226,flat,1828.0,,,0,0,0,0,0,2,15,656.0
south city 1 floors,3.4,11724.0,4.0,4.0,3,not avilable,0.0,,Undefined,sector 41,2900.034,flat,,,,0,0,0,0,0,2,0,725.0
allure homes,0.72,7272.0,2.0,2.0,1,others,2.0,,Relatively New,sector 12,990.099,flat,,,990.0,0,0,0,0,1,0,16,495.0
zara aavaas,0.4,7036.0,2.0,2.0,1,not avilable,4.0,North,Relatively New,sector 104,568.505,flat,568.441559,,,0,0,0,0,0,2,52,284.0
sidhartha ncr one phase,0.56,4105.0,2.0,2.0,2,not avilable,10.0,,Relatively New,sector 95,1364.19,flat,1364.0,,,0,0,0,0,0,0,60,682.0
chd avenue,1.1,6790.0,3.0,3.0,3,others,11.0,,Relatively New,sector 71,1620.029,flat,1620.0,,,0,0,0,0,1,2,72,540.0
ramprastha the edge towers,0.71,5420.0,2.0,2.0,3,others,10.0,South-East,New Property,sector 37d,1309.963,flat,1310.0,,1000.0,0,0,0,0,1,2,38,655.0
supertech araville,0.78,6024.0,2.0,2.0,3+,others,0.0,,New Property,sector 79,1294.821,flat,1295.0,,,0,0,0,0,1,2,74,647.0
imperia aashiyara,0.4,5882.0,2.0,2.0,3,not avilable,3.0,,Under Construction,sector 37c,680.041,flat,,,680.0,0,0,0,0,0,2,126,340.0
la vida by tata housing,1.85,11716.0,3.0,2.0,2,not avilable,7.0,East,New Property,sector 113,1579.037,flat,1579.0,,,0,0,0,0,0,2,13,526.0
shapoorji pallonji joyville gurugram,1.1,12181.0,2.0,2.0,1,not avilable,8.0,,Undefined,sector 102,903.046,flat,903.0,,,0,0,0,0,0,2,105,452.0
smart world orchard,1.41,12250.0,2.0,2.0,2,study room,2.0,,Undefined,sector 61,1151.02,flat,,,,1,0,0,0,0,2,76,576.0
supertech araville,1.45,7455.0,3.0,3.0,3,not avilable,3.0,North,Relatively New,sector 79,1945.003,flat,,,1945.0,0,0,0,0,0,2,0,648.0
smart world orchard,2.2,13500.0,3.0,3.0,2,not avilable,1.0,North-East,Undefined,sector 61,1629.63,flat,,,1600.0,0,0,0,0,0,2,49,543.0
unitech the residences,1.1,9909.0,2.0,2.0,3,not avilable,9.0,East,Moderately Old,sector 33,1110.102,flat,1110.0,,1000.0,0,0,0,0,0,0,44,555.0
emaar imperial gardens,2.05,9876.0,3.0,4.0,3+,servant room,14.0,South,Relatively New,sector 102,2075.739,flat,,,2025.0,0,1,0,0,0,2,116,692.0
sare homes,0.6,5000.0,3.0,2.0,3,not avilable,4.0,,Moderately Old,sector 92,1200.0,flat,,,1200.0,0,0,0,0,0,0,49,400.0
greenopolis,0.8,4820.0,2.0,3.0,3,"study room,others",8.0,,Under Construction,sector 89,1659.751,flat,1660.0,,,1,0,0,0,1,2,60,830.0
pivotal devaan,0.41,7032.0,2.0,2.0,2,not avilable,10.0,East,New Property,sector 84,583.049,flat,583.0,,483.0,0,0,0,0,0,0,23,292.0
today callidora,0.9,5548.0,3.0,3.0,3,servant room,3.0,East,Under Construction,sector 73,1622.206,flat,,,,0,1,0,0,0,2,63,541.0
"m m residency, krishna colony, gurgaon",0.54,5888.0,2.0,2.0,1,not avilable,3.0,East,Relatively New,sector 7,917.12,flat,,,900.0,0,0,0,0,0,2,70,459.0
signature global park 4,0.82,7585.0,3.0,2.0,2,not avilable,2.0,,New Property,sector 36,1081.081,flat,1081.0,,650.0,0,0,0,0,0,2,8,360.0
chd avenue,1.0,6734.0,3.0,3.0,3+,not avilable,3.0,North,Relatively New,sector 71,1485.001,flat,1485.0,,,0,0,0,0,0,0,7,495.0
park royal apartment,1.85,9024.0,3.0,4.0,3,servant room,7.0,,Old Property,sector 56,2050.089,flat,,,2050.0,0,1,0,0,0,2,72,683.0
vatika boulevard residences and heights,1.42,8000.0,3.0,3.0,2,not avilable,2.0,West,Relatively New,sector 83,1775.0,flat,,,1775.0,0,0,0,0,0,0,113,592.0
signature global the millennia,0.55,9166.0,2.0,2.0,3,not avilable,3.0,,New Property,sector 37d,600.044,flat,850.0,,600.0,0,0,0,0,0,2,71,300.0
m3m heights,2.29,15980.0,2.0,2.0,3,study room,8.0,,Under Construction,sector 65,1433.041,flat,,,1433.0,1,0,0,0,0,2,15,717.0
shapoorji pallonji joyville gurugram,0.97,10601.0,2.0,2.0,2,not avilable,12.0,,New Property,sector 102,915.008,flat,915.0,,600.0,0,0,0,0,0,2,57,458.0
tulip monsella,8.25,28000.0,3.0,4.0,3,servant room,8.0,,Undefined,sector 53,2946.429,flat,2940.0,,,0,1,0,0,0,1,35,982.0
shyamkunj ashok vihar pahse 2,0.3,4444.0,2.0,2.0,1,not avilable,1.0,East,Relatively New,sector 3 phase 2,675.068,flat,,,675.0,0,0,0,0,0,2,21,338.0
godrej nature plus,1.65,14335.0,2.0,2.0,3,not avilable,1.0,East,Under Construction,sector 33,1151.029,flat,,,1151.0,0,0,0,0,0,2,38,576.0
m3m heights,1.99,15793.0,2.0,2.0,2,not avilable,26.0,,Undefined,sector 65,1260.052,flat,1260.0,,,0,0,0,0,0,2,48,630.0
m3m the marina,1.0,12500.0,2.0,2.0,3,not avilable,21.0,,Relatively New,sector 68,800.0,flat,,,800.0,0,0,0,0,0,2,31,400.0
emaar digihomes,4.25,26562.0,3.0,3.0,3,study room,8.0,,Under Construction,sector 62,1600.03,flat,,,1600.0,1,0,0,0,0,2,16,533.0
umang monsoon breeze,1.25,5000.0,4.0,4.0,3,"servant room,others,pooja room",2.0,East,Relatively New,sector 78,2500.0,flat,2350.0,,2000.0,0,1,0,1,1,2,57,625.0
mapsko paradise,0.95,6300.0,3.0,3.0,3,not avilable,1.0,,Moderately Old,sector 83,1507.937,flat,,,1340.0,0,0,0,0,0,2,0,503.0
cancon enclave,1.05,7777.0,3.0,2.0,2,not avilable,2.0,,New Property,sector 4,1350.135,flat,,,1350.0,0,0,0,0,0,0,0,450.0
tata primanti,4.1,14100.0,4.0,5.0,3+,"servant room,others",39.0,,New Property,sector 72,2907.801,flat,2905.0,,,0,1,0,0,1,2,103,727.0
mrg world ultimus,0.5,6983.0,2.0,2.0,2,not avilable,1.0,North-East,Undefined,sector 90,716.025,flat,,,716.0,0,0,0,0,0,2,21,358.0
sonata group housing gh 24,1.65,5892.0,4.0,3.0,3,servant room,8.0,,New Property,sector 1,2800.407,flat,,,2800.0,0,1,0,0,0,2,20,700.0
bptp pedestal,1.6,10158.0,3.0,3.0,3,"servant room,others",2.0,North-East,New Property,sector 70a,1575.113,flat,,,1575.0,0,1,0,0,1,2,77,525.0
smart world orchard,2.1,13750.0,3.0,2.0,3,not avilable,3.0,South,Undefined,sector 61,1527.273,flat,1549.0,,1500.0,0,0,0,0,0,2,146,509.0
hsiidc sidco aravali,0.9,3648.0,4.0,4.0,3,not avilable,7.0,,Moderately Old,sector 1,2467.105,flat,2467.0,,,0,0,0,0,0,2,0,617.0
godrej aria,1.1,7772.0,2.0,2.0,3+,not avilable,4.0,North-East,New Property,sector 79,1415.337,flat,1351.0,,,0,0,0,0,0,0,49,708.0
assotech blith,0.92,6739.0,2.0,2.0,3+,not avilable,22.0,,Under Construction,sector 99,1365.188,flat,1365.0,,,0,0,0,0,0,2,56,683.0
sare crescent parc,0.7,5556.0,3.0,3.0,2,not avilable,14.0,,Under Construction,sector 92,1259.899,flat,,,,0,0,0,0,0,2,38,420.0
unitech vistas,0.99,6325.0,3.0,4.0,2,not avilable,11.0,,Under Construction,sector 70,1565.217,flat,1565.0,,,0,0,0,0,0,2,0,522.0
supertech araville,0.71,6061.0,2.0,2.0,3+,others,17.0,North,New Property,sector 79,1171.424,flat,1295.0,,1250.0,0,0,0,0,1,2,53,586.0
ansal housing highland park,0.88,6429.0,2.0,2.0,3,not avilable,3.0,,New Property,sector 103,1368.798,flat,1361.0,,,0,0,0,0,0,2,52,684.0
tulip white,0.91,6862.0,3.0,2.0,2,not avilable,12.0,,Moderately Old,sector 69,1326.144,flat,,,1326.0,0,0,0,0,0,2,43,442.0
mapsko casa bella,1.25,6377.0,3.0,4.0,3+,not avilable,8.0,,Under Construction,sector 82,1960.169,flat,1960.0,,,0,0,0,0,0,2,54,653.0
unitech uniworld gardens,1.05,10531.0,2.0,2.0,2,not avilable,3.0,North-East,Relatively New,sector 47,997.056,flat,,,997.0,0,0,0,0,0,0,34,499.0
ild grand,0.66,5038.0,2.0,2.0,3+,not avilable,14.0,,Undefined,sector 37c,1310.044,flat,,,,0,0,0,0,0,2,60,655.0
m3m capital,1.83,13969.0,2.0,2.0,0,not avilable,7.0,,Undefined,sector 113,1310.044,flat,,,,0,0,0,0,0,2,68,655.0
unitech vistas,0.53,4800.0,2.0,2.0,2,others,9.0,,Undefined,sector 70,1104.167,flat,1095.0,,,0,0,0,0,1,2,24,552.0
ramprastha the edge towers,0.8,5797.0,2.0,2.0,3,not avilable,2.0,North-East,Relatively New,sector 37d,1380.024,flat,1380.0,,1200.0,0,0,0,0,0,2,78,690.0
smart world gems,1.71,12000.0,3.0,2.0,0,not avilable,3.0,,Undefined,sector 89,1425.0,flat,,,,0,0,0,0,0,2,45,475.0
sapphire eighty three,0.65,9286.0,1.0,1.0,0,not avilable,6.0,,Undefined,sector 83,699.978,flat,,,,0,0,0,0,0,2,0,700.0
pareena coban residences,1.3,6510.0,3.0,3.0,0,not avilable,16.0,,Undefined,sector 99a,1996.928,flat,,,,0,0,0,0,0,2,0,666.0
sare crescent parc,0.82,5384.0,3.0,3.0,3+,not avilable,12.0,West,Undefined,sector 92,1523.031,flat,,,,0,0,0,0,0,2,0,508.0
dlf the grove,5.7,41245.0,3.0,3.0,3,not avilable,1.0,East,Undefined,sector 54,1381.986,flat,,,,0,0,0,0,0,2,46,461.0
baani city center,0.88,10945.0,1.0,1.0,2,not avilable,4.0,,Undefined,sector 63,804.02,flat,,,600.0,0,0,0,0,0,2,0,804.0
indiabulls enigma,4.0,9851.0,4.0,4.0,3,not avilable,17.0,,New Property,sector 110,4060.501,flat,,,,0,0,0,0,0,2,59,1015.0
ss the leaf,1.93,8075.0,3.0,4.0,3,servant room,7.0,North-East,Relatively New,sector 85,2390.093,flat,2408.0,,2390.0,0,1,0,0,0,2,174,797.0
smart world one dxp,3.45,13269.0,4.0,4.0,3,"study room,servant room",11.0,South-East,Undefined,sector 113,2600.045,flat,2600.0,,,1,1,0,0,0,0,156,650.0
sukhshanti apartment,1.7,7727.0,3.0,3.0,3,study room,4.0,South,Moderately Old,sector 56,2200.078,flat,,,1610.0,1,0,0,0,0,2,49,733.0
m3m golfestate,6.15,15998.0,3.0,5.0,3+,servant room,1.0,West,Relatively New,sector 65,3844.231,flat,,,3844.0,0,1,0,0,0,1,49,1281.0
bestech park view residency,1.4,7865.0,3.0,3.0,3+,not avilable,6.0,North,Old Property,sector 2,1780.038,flat,1780.0,,,0,0,0,0,0,1,107,593.0
ss almeria,1.48,7400.0,3.0,3.0,2,"servant room,store room",1.0,South-West,New Property,sector 84,2000.0,flat,2000.0,,1294.0,0,1,1,0,0,0,139,667.0
jmd gardens,3.25,7510.0,4.0,4.0,3+,servant room,17.0,South-East,Old Property,sector 33,4327.563,flat,,,4328.0,0,1,0,0,0,0,130,1082.0
cghs agrim apartment,1.49,8514.0,3.0,2.0,3+,not avilable,1.0,South-East,Old Property,kanahi,1750.059,flat,,,1750.0,0,0,0,0,0,1,68,583.0
global hill view,0.3,4599.0,2.0,2.0,2,not avilable,16.0,South-East,Relatively New,sector-11 sohna road,652.316,flat,,,761.0,0,0,0,0,0,2,0,326.0
ireo victory valley,3.49,13000.0,3.0,3.0,3,servant room,19.0,South-East,Relatively New,sector 67,2684.615,flat,,,2452.0,0,1,0,0,0,2,103,895.0
emaar digihomes,2.15,14257.0,2.0,2.0,3,not avilable,31.0,,Under Construction,sector 62,1508.031,flat,,,1508.0,0,0,0,0,0,2,101,754.0
godrej nature plus,1.4,9333.0,2.0,2.0,3,not avilable,14.0,,Under Construction,sector 33,1500.054,flat,1500.0,,1385.0,0,0,0,0,0,2,67,750.0
dlf carlton estate,2.0,14214.0,3.0,3.0,2,not avilable,5.0,South-West,Moderately Old,sector 43,1407.063,flat,1407.0,,,0,0,0,0,0,2,65,469.0
smart world orchard,2.3,14110.0,3.0,3.0,2,study room,2.0,,Undefined,sector 61,1630.05,flat,1630.0,,,1,0,0,0,0,2,79,543.0
signature global park,0.54,7248.0,2.0,1.0,3,not avilable,1.0,,New Property,sohna road,745.033,flat,,,745.0,0,0,0,0,0,2,65,373.0
railway officers rpf society,1.25,6921.0,4.0,3.0,3,servant room,1.0,South-West,Old Property,sector 9a,1806.097,flat,,,1806.0,0,1,0,0,0,0,12,452.0
godrej air,1.05,10603.0,2.0,2.0,1,not avilable,15.0,East,Undefined,sector 85,990.286,flat,,,92.0,0,0,0,0,0,2,45,495.0
emaar mgf palm hills,1.25,8620.0,3.0,4.0,3,servant room,1.0,West,Relatively New,sector 77,1450.116,flat,,,1450.0,0,1,0,0,0,0,104,483.0
maruti vihar,1.0,9090.0,1.0,1.0,1,"pooja room,study room",1.0,North,Old Property,sector 28,1100.11,flat,1100.0,,,1,0,0,1,0,0,80,1100.0
vasant appartments,1.7,7391.0,5.0,5.0,2,"pooja room,study room,store room",2.0,North-West,Old Property,sector 14,2300.095,flat,,,2300.0,1,0,1,1,0,1,71,460.0
ansal heights 86,1.3,4666.0,4.0,6.0,2,"servant room,others",11.0,East,New Property,sector 86,2786.112,flat,2786.0,,,0,1,0,0,1,2,86,697.0
shapoorji pallonji joyville gurugram,2.12,16960.0,3.0,3.0,3,not avilable,9.0,,Relatively New,sector 102,1250.0,flat,,,1250.0,0,0,0,0,0,2,72,417.0
puri the aravallis,3.9,33209.0,3.0,4.0,3+,servant room,33.0,South,Undefined,sector 61,1174.38,flat,,,1249.68879,0,1,0,0,0,2,158,391.0
the close north,3.0,11516.0,3.0,3.0,3+,servant room,14.0,North,Old Property,sector 50,2605.071,flat,2605.0,,,0,1,0,0,0,0,121,868.0
smart world orchard,2.2,14202.0,3.0,3.0,2,not avilable,4.0,North,New Property,sector 61,1549.078,flat,,,1549.0,0,0,0,0,0,2,152,516.0
emaar gurgaon greens,1.35,8181.0,3.0,3.0,3,servant room,5.0,North-West,Relatively New,sector 102,1650.165,flat,1650.0,,1022.5705,0,1,0,0,0,2,119,550.0
godrej nature plus,1.67,10500.0,3.0,2.0,2,not avilable,18.0,,Undefined,sector 33,1590.476,flat,,,1671.0,0,0,0,0,0,2,67,530.0
landmark the residency,0.9,6666.0,2.0,2.0,2,not avilable,1.0,South-West,Relatively New,sector 103,1350.135,flat,1350.0,,,0,0,0,0,0,2,44,675.0
m3m capital,2.37,11500.0,4.0,4.0,3+,study room,20.0,East,Under Construction,sector 113,2060.87,flat,,,1600.0,1,0,0,0,0,2,143,515.0
emaar imperial gardens,1.98,9900.0,3.0,3.0,3+,servant room,9.0,North,Relatively New,sector 102,2000.0,flat,,,2000.0,0,1,0,0,0,0,72,667.0
dlf belvedere towers,3.7,17619.0,4.0,4.0,3,servant room,18.0,North-West,Old Property,sector 25,2100.006,flat,,,2100.0,0,1,0,0,0,0,26,525.0
m3m crown,4.67,17000.0,4.0,4.0,3+,not avilable,8.0,,Undefined,sector 111,2747.059,flat,,,2750.0,0,0,0,0,0,2,73,687.0
godrej,1.29,8206.0,2.0,2.0,3,not avilable,4.0,,New Property,sector 79,1572.02,flat,1572.0,,,0,0,0,0,0,2,0,786.0
central park resorts,3.65,15240.0,3.0,3.0,3+,others,9.0,North-West,Relatively New,sector 48,2395.013,flat,1870.0,,,0,0,0,0,1,0,157,798.0
tulip monsella,5.6,19363.0,3.0,3.0,3+,not avilable,1.0,,Undefined,sector 53,2892.114,flat,2892.0,,,0,0,0,0,0,2,42,964.0
sare crescent parc royal greens phase 1,1.25,5832.0,4.0,4.0,3,servant room,20.0,East,Relatively New,sector 92,2143.347,flat,2143.0,,,0,1,0,0,0,2,60,536.0
aipl club residences,1.27,9777.0,2.0,2.0,3+,others,24.0,North-West,Relatively New,sector 70a,1298.967,flat,,,1304.0,0,0,0,0,1,0,113,649.0
experion the heartsong,1.36,6542.0,3.0,2.0,3+,"study room,servant room",2.0,,Relatively New,sector 108,2078.875,flat,1758.0,,986.0,1,1,0,0,0,0,77,693.0
signature global city,1.0,8160.0,3.0,3.0,3,not avilable,4.0,South-East,Undefined,sector 37d,1225.49,flat,,,915.0,0,0,0,0,0,2,49,408.0
bestech park view city,4.25,9334.0,4.0,5.0,3+,study room,14.0,,Moderately Old,sector 48,4553.246,flat,4553.0,,,1,0,0,0,0,0,81,1138.0
emaar palm gardens,1.8,9473.0,3.0,3.0,3+,not avilable,9.0,South,Relatively New,sector 83,1900.137,flat,1900.0,,,0,0,0,0,0,2,55,633.0
chd avenue,1.25,6597.0,3.0,4.0,2,"pooja room,study room,servant room,others",14.0,North-East,Relatively New,sector 71,1894.801,flat,1743.0,,,1,1,0,1,1,1,128,632.0
mvn athens,0.27,5897.0,2.0,2.0,1,others,4.0,South-East,Relatively New,sohna road,457.86,flat,,,457.788667,0,0,0,0,1,0,35,229.0
mahindra luminare,5.5,18181.0,3.0,3.0,1,servant room,26.0,,Undefined,sector 59,3025.136,flat,3025.0,,,0,1,0,0,0,2,24,1008.0
raheja navodaya,0.85,4271.0,3.0,3.0,3,not avilable,2.0,North-West,Relatively New,sector 92,1990.166,flat,1990.0,,,0,0,0,0,0,2,100,663.0
godrej nature plus,1.07,7725.0,2.0,2.0,2,not avilable,14.0,North-East,Undefined,sector 33,1385.113,flat,1385.0,,,0,0,0,0,0,2,68,693.0
m3m urbana,0.95,10895.0,1.0,1.0,1,not avilable,17.0,South-West,Relatively New,sector 67,871.96,flat,,,,0,0,0,0,0,2,49,872.0
experion the heartsong,0.87,11845.0,2.0,3.0,3,servant room,2.0,South-West,Relatively New,sector 108,734.487,flat,1283.0,,734.420897,0,1,0,0,0,0,123,367.0
sobha city,4.1,23401.0,4.0,5.0,3,"study room,servant room",25.0,North-East,New Property,sector 108,1752.062,flat,2344.0,,1752.0,1,1,0,0,0,1,97,438.0
godrej nature plus,1.27,9182.0,2.0,2.0,3+,not avilable,9.0,West,Undefined,sector 33,1383.141,flat,1383.0,,,0,0,0,0,0,2,38,692.0
smart world orchard,1.47,12782.0,2.0,2.0,2,study room,4.0,East,Undefined,sector 61,1150.055,flat,,,1150.0,1,0,0,0,0,2,31,575.0
emaar mgf the palm drive,3.45,15681.0,3.0,4.0,3,servant room,6.0,East,Relatively New,sector 66,2200.115,flat,2200.0,,1800.0,0,1,0,0,0,0,95,733.0
bestech park view residency,1.18,7539.0,2.0,2.0,3,study room,5.0,East,Old Property,sector 2,1565.194,flat,1565.0,,,1,0,0,0,0,2,76,783.0
bestech park view residency,1.55,8072.0,3.0,4.0,3+,servant room,4.0,East,Old Property,sector 2,1920.218,flat,1920.0,,,0,1,0,0,0,2,84,640.0
m3m merlin,3.39,14376.0,3.0,4.0,3,servant room,14.0,East,Relatively New,sector 67,2358.097,flat,2358.0,,2000.0,0,1,0,0,0,0,26,786.0
dlf the skycourt,1.54,9221.0,3.0,3.0,3+,servant room,15.0,North-West,Relatively New,sector 86,1670.101,flat,1929.0,,1670.0,0,1,0,0,0,2,174,557.0
